#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
TMA7	17658	1	0.00091324200913242	0	0
GALNTL5	17659	1	0.00091324200913242	0	0
BET1	17660	1	0.00091324200913242	0	0
ARL13A	17661	1	0.00091324200913242	0	0
RIT2	17662	1	0.00091324200913242	0	0
ATP5F1	17663	1	0.00091324200913242	0	0
C5ORF22	17664	1	0.00091324200913242	0	0
MBD3L2	17665	1	0.00091324200913242	0	0
LYAR	17666	1	0.00091324200913242	0	0
ING3	17667	1	0.00091324200913242	0	0
ARL6IP1	17668	1	0.00091324200913242	1	0.00091324200913242
CCL22	17669	1	0.00091324200913242	0	0
CD1A	17670	1	0.00091324200913242	0	0
UFM1	17671	1	0.00091324200913242	0	0
USP14	17672	1	0.00091324200913242	0	0
NRARP	17673	1	0.00091324200913242	0	0
TMEM156	17674	1	0.00091324200913242	1	0.00091324200913242
GKN1	17675	1	0.00091324200913242	1	0.00091324200913242
C1QL1	17676	1	0.00091324200913242	1	0.00091324200913242
GSTM4	17677	1	0.00091324200913242	0	0
LSM4	17678	1	0.00091324200913242	0	0
UPK3BL	17679	1	0.00091324200913242	0	0
PRDX4	17680	1	0.00091324200913242	0	0
PILRA	17681	1	0.00091324200913242	0	0
VPS25	17682	1	0.00091324200913242	0	0
GPATCH2	17683	1	0.00091324200913242	1	0.00091324200913242
EPGN	17684	1	0.00091324200913242	0	0
PALM2-AKAP2	17685	1	0.00091324200913242	0	0
KCNJ6	17686	1	0.00091324200913242	0	0
RNF182	17687	1	0.00091324200913242	1	0.00091324200913242
FAU	17688	1	0.00091324200913242	1	0.00091324200913242
TCF21	17689	1	0.00091324200913242	0	0
AMELX	17690	1	0.00091324200913242	0	0
ELAVL2	17691	1	0.00091324200913242	0	0
ATP5H	17692	1	0.00091324200913242	0	0
HIST1H3E	17693	1	0.00091324200913242	0	0
RAB15	17694	1	0.00091324200913242	0	0
NAA60	17695	1	0.00091324200913242	1	0.00091324200913242
APOBEC3A	17696	1	0.00091324200913242	0	0
PRSS37	17697	1	0.00091324200913242	0	0
SC5D	17698	1	0.00091324200913242	0	0
FLI1	17699	1	0.00091324200913242	0	0
TMOD2	17700	1	0.00091324200913242	0	0
KIAA1024L	17701	1	0.00091324200913242	1	0.00091324200913242
PAGE2	17702	1	0.00091324200913242	0	0
CLIC5	17703	1	0.00091324200913242	0	0
OR1L8	17704	1	0.00091324200913242	0	0
MAPK8IP2	17705	1	0.00091324200913242	0	0
C2ORF27B	17706	1	0.00091324200913242	0	0
GSK3B	17707	1	0.00091324200913242	0	0
CBLN2	17708	1	0.00091324200913242	0	0
WDR82	17709	1	0.00091324200913242	0	0
PDE6G	17710	1	0.00091324200913242	0	0
SEC61A1	17711	1	0.00091324200913242	1	0.00091324200913242
C5ORF51	17712	1	0.00091324200913242	0	0
TWSG1	17713	1	0.00091324200913242	0	0
OR2T5	17714	1	0.00091324200913242	0	0
OR2AG1	17715	1	0.00091324200913242	0	0
VPS26B	17716	1	0.00091324200913242	0	0
ATP6V1F	17717	1	0.00091324200913242	0	0
METTL18	17718	1	0.00091324200913242	0	0
NRN1	17719	1	0.00091324200913242	0	0
PNMA2	17720	1	0.00091324200913242	0	0
SPRY1	17721	1	0.00091324200913242	0	0
EID2B	17722	1	0.00091324200913242	0	0
DEFB134	17723	1	0.00091324200913242	1	0.00091324200913242
C19ORF69	17724	1	0.00091324200913242	1	0.00091324200913242
FBXO9	17725	1	0.00091324200913242	0	0
ATP5G3	17726	1	0.00091324200913242	0	0
UGT1A7	17727	1	0.00091324200913242	1	0.00091324200913242
CGB	17728	1	0.00091324200913242	0	0
RAB4A	17729	1	0.00091324200913242	0	0
PLAC1	17730	1	0.00091324200913242	0	0
LOC100130880	17731	1	0.00091324200913242	0	0
SCIMP	17732	1	0.00091324200913242	0	0
APOC2	17733	1	0.00091324200913242	0	0
HIST1H2BA	17734	1	0.00091324200913242	0	0
CDK2	17735	1	0.00091324200913242	0	0
MSMO1	17736	1	0.00091324200913242	0	0
CSB-PGBD3	17737	1	0.00091324200913242	1	0.00091324200913242
KIF3A	17738	1	0.00091324200913242	1	0.00091324200913242
DDTL	17739	1	0.00091324200913242	1	0.00091324200913242
EIF2B1	17740	1	0.00091324200913242	0	0
GRP	17741	1	0.00091324200913242	0	0
MAGEA12	17742	1	0.00091324200913242	0	0
TMEM50A	17743	1	0.00091324200913242	0	0
IL17B	17744	1	0.00091324200913242	0	0
NFYB	17745	1	0.00091324200913242	0	0
PLA2G16	17746	1	0.00091324200913242	0	0
BOLA3	17747	1	0.00091324200913242	0	0
MRPL51	17748	1	0.00091324200913242	0	0
NDUFB2	17749	1	0.00091324200913242	0	0
CXCR6	17750	1	0.00091324200913242	0	0
SFT2D2	17751	1	0.00091324200913242	0	0
LMO1	17752	1	0.00091324200913242	0	0
S100A12	17753	1	0.00091324200913242	0	0
KRTAP22-1	17754	1	0.00091324200913242	0	0
CX3CR1	17755	1	0.00091324200913242	0	0
CRLF2	17756	1	0.00091324200913242	0	0
WFDC6	17757	1	0.00091324200913242	0	0
RFC5	17758	1	0.00091324200913242	0	0
GMEB1	17759	1	0.00091324200913242	0	0
NDEL1	17760	1	0.00091324200913242	0	0
OR12D3	17761	1	0.00091324200913242	0	0
RNF122	17762	1	0.00091324200913242	0	0
PCMTD2	17763	1	0.00091324200913242	0	0
POLR1C	17764	1	0.00091324200913242	0	0
GINS3	17765	1	0.00091324200913242	0	0
ZSCAN30	17766	1	0.00091324200913242	0	0
LOC643355	17767	1	0.00091324200913242	1	0.00091324200913242
ARL14	17768	1	0.00091324200913242	0	0
YOD1	17769	1	0.00091324200913242	0	0
DEFB128	17770	1	0.00091324200913242	0	0
NPB	17771	1	0.00091324200913242	0	0
CCT2	17772	1	0.00091324200913242	0	0
RBMY1F	17773	1	0.00091324200913242	0	0
KRTAP20-2	17774	1	0.00091324200913242	0	0
ORMDL3	17775	1	0.00091324200913242	0	0
CCL7	17776	1	0.00091324200913242	0	0
CT45A6	17777	1	0.00091324200913242	0	0
SNX10	17778	1	0.00091324200913242	0	0
TAC4	17779	1	0.00091324200913242	0	0
EPPIN	17780	1	0.00091324200913242	1	0.00091324200913242
BATF3	17781	1	0.00091324200913242	0	0
C10ORF114	17782	1	0.00091324200913242	0	0
SH3BGRL	17783	1	0.00091324200913242	0	0
PGBD1	17784	1	0.00091324200913242	1	0.00091324200913242
LSMEM1	17785	1	0.00091324200913242	0	0
FABP3	17786	1	0.00091324200913242	0	0
BLID	17787	1	0.00091324200913242	0	0
OR1K1	17788	1	0.00091324200913242	0	0
UQCRB	17789	1	0.00091324200913242	0	0
KRTAP6-3	17790	1	0.00091324200913242	0	0
CENPBD1	17791	1	0.00091324200913242	0	0
C7ORF55-LUC7L2	17792	1	0.00091324200913242	0	0
DCAF7	17793	1	0.00091324200913242	0	0
IFNA5	17794	1	0.00091324200913242	0	0
RIMKLB	17795	1	0.00091324200913242	0	0
TMEM183A	17796	1	0.00091324200913242	0	0
C7ORF34	17797	1	0.00091324200913242	0	0
LHFPL4	17798	1	0.00091324200913242	0	0
GNL1	17799	1	0.00091324200913242	0	0
CCDC160	17800	1	0.00091324200913242	0	0
IGFL2	17801	1	0.00091324200913242	0	0
PDIK1L	17802	1	0.00091324200913242	0	0
CRISP3	17803	1	0.00091324200913242	0	0
STATH	17804	1	0.00091324200913242	0	0
FRG2C	17805	1	0.00091324200913242	0	0
OR5P3	17806	1	0.00091324200913242	0	0
NUDT2	17807	1	0.00091324200913242	0	0
ATP5L	17808	1	0.00091324200913242	0	0
STX17	17809	1	0.00091324200913242	0	0
TIMM9	17810	1	0.00091324200913242	0	0
CDO1	17811	1	0.00091324200913242	0	0
WBP5	17812	1	0.00091324200913242	0	0
CNIH2	17813	1	0.00091324200913242	0	0
OPN5	17814	1	0.00091324200913242	0	0
OTX2	17815	1	0.00091324200913242	0	0
RNASE3	17816	1	0.00091324200913242	0	0
RPL5	17817	1	0.00091324200913242	0	0
FAM173B	17818	1	0.00091324200913242	0	0
LCE3D	17819	1	0.00091324200913242	1	0.00091324200913242
TEX35	17820	1	0.00091324200913242	0	0
SLAMF9	17821	1	0.00091324200913242	0	0
CCDC53	17822	1	0.00091324200913242	1	0.00091324200913242
BRI3	17823	1	0.00091324200913242	0	0
C1ORF122	17824	1	0.00091324200913242	0	0
PEX3	17825	1	0.00091324200913242	0	0
KRTAP20-3	17826	1	0.00091324200913242	1	0.00091324200913242
GNPDA2	17827	1	0.00091324200913242	0	0
MSI2	17828	1	0.00091324200913242	0	0
PPP4C	17829	1	0.00091324200913242	0	0
TREH	17830	1	0.00091324200913242	1	0.00091324200913242
CD48	17831	1	0.00091324200913242	0	0
SOCS2	17832	1	0.00091324200913242	0	0
NKAIN2	17833	1	0.00091324200913242	0	0
RABL3	17834	1	0.00091324200913242	0	0
DYDC1	17835	1	0.00091324200913242	0	0
TMEM213	17836	1	0.00091324200913242	0	0
NOG	17837	1	0.00091324200913242	0	0
CT45A1	17838	1	0.00091324200913242	0	0
CSRP2	17839	1	0.00091324200913242	0	0
EIF4A2	17840	1	0.00091324200913242	0	0
CLEC4A	17841	1	0.00091324200913242	1	0.00091324200913242
PTP4A1	17842	1	0.00091324200913242	0	0
GPR156	17843	1	0.00091324200913242	0	0
MYL2	17844	1	0.00091324200913242	0	0
HIST1H4C	17845	1	0.00091324200913242	1	0.00091324200913242
FAM25C	17846	1	0.00091324200913242	1	0.00091324200913242
RPL26L1	17847	1	0.00091324200913242	1	0.00091324200913242
CD40LG	17848	1	0.00091324200913242	0	0
STK17B	17849	1	0.00091324200913242	0	0
SKA2	17850	1	0.00091324200913242	0	0
RNLS	17851	1	0.00091324200913242	0	0
UBE2G1	17852	1	0.00091324200913242	0	0
CSTF1	17853	1	0.00091324200913242	0	0
IGF2BP3	17854	1	0.00091324200913242	0	0
HTN1	17855	1	0.00091324200913242	0	0
ZNF576	17856	1	0.00091324200913242	0	0
PTPN20B	17857	1	0.00091324200913242	0	0
SPPL2B	17858	1	0.00091324200913242	0	0
BLOC1S2	17859	1	0.00091324200913242	0	0
C14ORF79	17860	1	0.00091324200913242	0	0
KPNA3	17861	1	0.00091324200913242	0	0
ZCRB1	17862	1	0.00091324200913242	0	0
DDB2	17863	1	0.00091324200913242	0	0
MTRNR2L4	17864	1	0.00091324200913242	0	0
RPS4Y2	17865	1	0.00091324200913242	0	0
TMEM99	17866	1	0.00091324200913242	1	0.00091324200913242
OTUD6B	17867	1	0.00091324200913242	0	0
PRPS2	17868	1	0.00091324200913242	0	0
TMEM202	17869	1	0.00091324200913242	1	0.00091324200913242
CRYBA4	17870	1	0.00091324200913242	0	0
NBPF8	17871	1	0.00091324200913242	0	0
DRAM2	17872	1	0.00091324200913242	0	0
IDI2	17873	1	0.00091324200913242	0	0
RPP14	17874	1	0.00091324200913242	0	0
C7ORF76	17875	1	0.00091324200913242	1	0.00091324200913242
MITD1	17876	1	0.00091324200913242	0	0
FOXL1	17877	1	0.00091324200913242	0	0
UMPS	17878	1	0.00091324200913242	0	0
FYN	17879	1	0.00091324200913242	0	0
YPEL5	17880	1	0.00091324200913242	0	0
NAIP	17881	1	0.00091324200913242	1	0.00091324200913242
NKIRAS1	17882	1	0.00091324200913242	1	0.00091324200913242
LRR1	17883	1	0.00091324200913242	0	0
WNT5A	17884	1	0.00091324200913242	0	0
USP17L19	17885	1	0.00091324200913242	0	0
NUDCD2	17886	1	0.00091324200913242	1	0.00091324200913242
CALB2	17887	1	0.00091324200913242	0	0
PRKACB	17888	1	0.00091324200913242	0	0
C19ORF48	17889	1	0.00091324200913242	0	0
OR10C1	17890	1	0.00091324200913242	0	0
CLIC1	17891	1	0.00091324200913242	0	0
PRAMEF21	17892	1	0.00091324200913242	0	0
ARGLU1	17893	1	0.00091324200913242	1	0.00091324200913242
METAP1	17894	1	0.00091324200913242	0	0
C6ORF163	17895	1	0.00091324200913242	0	0
BCL2A1	17896	1	0.00091324200913242	0	0
OR7D2	17897	1	0.00091324200913242	0	0
DUSP23	17898	1	0.00091324200913242	0	0
CRADD	17899	1	0.00091324200913242	0	0
NUCKS1	17900	1	0.00091324200913242	0	0
ZMYND19	17901	1	0.00091324200913242	0	0
LEO1	17902	1	0.00091324200913242	0	0
YAE1D1	17903	1	0.00091324200913242	1	0.00091324200913242
TSPAN12	17904	1	0.00091324200913242	0	0
AMY1A	17905	1	0.00091324200913242	1	0.00091324200913242
KCTD4	17906	1	0.00091324200913242	0	0
LOC729059	17907	1	0.00091324200913242	0	0
ROMO1	17908	1	0.00091324200913242	0	0
DNAJC5G	17909	1	0.00091324200913242	0	0
RBP2	17910	1	0.00091324200913242	0	0
EMP3	17911	1	0.00091324200913242	0	0
TMBIM6	17912	1	0.00091324200913242	0	0
CYTIP	17913	1	0.00091324200913242	1	0.00091324200913242
C1ORF192	17914	1	0.00091324200913242	0	0
KCMF1	17915	1	0.00091324200913242	0	0
SPA17	17916	1	0.00091324200913242	1	0.00091324200913242
KRTAP3-3	17917	1	0.00091324200913242	0	0
MPV17	17918	1	0.00091324200913242	0	0
GPX8	17919	1	0.00091324200913242	0	0
HIST1H2BK	17920	1	0.00091324200913242	0	0
ST3GAL4	17921	1	0.00091324200913242	0	0
IQCF3	17922	1	0.00091324200913242	0	0
RAD51AP1	17923	1	0.00091324200913242	0	0
DEFB112	17924	1	0.00091324200913242	1	0.00091324200913242
CNOT8	17925	1	0.00091324200913242	0	0
LIPJ	17926	1	0.00091324200913242	0	0
PRM2	17927	1	0.00091324200913242	0	0
TPRKB	17928	1	0.00091324200913242	0	0
HIST1H2BD	17929	1	0.00091324200913242	0	0
ZBTB3	17930	1	0.00091324200913242	0	0
EIF1AD	17931	1	0.00091324200913242	0	0
COX7C	17932	1	0.00091324200913242	0	0
RPS9	17933	1	0.00091324200913242	0	0
TP53RK	17934	1	0.00091324200913242	0	0
GLOD5	17935	1	0.00091324200913242	0	0
HSPB9	17936	1	0.00091324200913242	0	0
KRTAP21-3	17937	1	0.00091324200913242	0	0
SYAP1	17938	1	0.00091324200913242	0	0
CCL13	17939	1	0.00091324200913242	0	0
VAMP2	17940	1	0.00091324200913242	0	0
COX14	17941	1	0.00091324200913242	0	0
LIN54	17942	1	0.00091324200913242	0	0
ZNF704	17943	1	0.00091324200913242	0	0
ANXA13	17944	1	0.00091324200913242	0	0
OR2J2	17945	1	0.00091324200913242	0	0
LPGAT1	17946	1	0.00091324200913242	0	0
SRI	17947	1	0.00091324200913242	1	0.00091324200913242
ATP1B1	17948	1	0.00091324200913242	0	0
PTH2	17949	1	0.00091324200913242	0	0
CDKN1B	17950	1	0.00091324200913242	0	0
DYNLT1	17951	1	0.00091324200913242	1	0.00091324200913242
COPZ1	17952	1	0.00091324200913242	1	0.00091324200913242
TSC22D3	17953	1	0.00091324200913242	0	0
EPPIN-WFDC6	17954	1	0.00091324200913242	0	0
COX7B2	17955	1	0.00091324200913242	0	0
TBC1D28	17956	1	0.00091324200913242	1	0.00091324200913242
ZNF639	17957	1	0.00091324200913242	0	0
CTXN1	17958	1	0.00091324200913242	0	0
TUBA1B	17959	1	0.00091324200913242	0	0
OR1D2	17960	1	0.00091324200913242	0	0
PPP1CC	17961	1	0.00091324200913242	0	0
COPS2	17962	1	0.00091324200913242	0	0
SNRPD1	17963	1	0.00091324200913242	0	0
HMP19	17964	1	0.00091324200913242	0	0
MYCT1	17965	1	0.00091324200913242	0	0
SCGB1D4	17966	1	0.00091324200913242	0	0
ARG1	17967	1	0.00091324200913242	1	0.00091324200913242
CFC1	17968	1	0.00091324200913242	0	0
GNG4	17969	1	0.00091324200913242	0	0
C9ORF78	17970	1	0.00091324200913242	0	0
CYYR1	17971	1	0.00091324200913242	1	0.00091324200913242
VDAC1	17972	1	0.00091324200913242	0	0
CLDN17	17973	1	0.00091324200913242	0	0
SPRR1A	17974	1	0.00091324200913242	0	0
CCDC70	17975	1	0.00091324200913242	0	0
JOSD1	17976	1	0.00091324200913242	0	0
SPACA7	17977	1	0.00091324200913242	0	0
TMEM187	17978	1	0.00091324200913242	0	0
MCEE	17979	1	0.00091324200913242	0	0
TNFRSF13C	17980	1	0.00091324200913242	1	0.00091324200913242
HSDL1	17981	1	0.00091324200913242	0	0
HNRNPH3	17982	1	0.00091324200913242	0	0
M6PR	17983	1	0.00091324200913242	0	0
NANOS2	17984	1	0.00091324200913242	0	0
XCL2	17985	1	0.00091324200913242	0	0
RAB39B	17986	1	0.00091324200913242	0	0
IFNL2	17987	1	0.00091324200913242	0	0
GPR82	17988	1	0.00091324200913242	1	0.00091324200913242
COTL1	17989	1	0.00091324200913242	0	0
TMSB15B	17990	1	0.00091324200913242	0	0
IFNA17	17991	1	0.00091324200913242	0	0
PROK1	17992	1	0.00091324200913242	0	0
HTR1B	17993	1	0.00091324200913242	0	0
WIPF2	17994	1	0.00091324200913242	0	0
LEPROTL1	17995	1	0.00091324200913242	0	0
ZNF322	17996	1	0.00091324200913242	0	0
DDIT3	17997	1	0.00091324200913242	0	0
APOBEC3H	17998	1	0.00091324200913242	0	0
ARL14EP	17999	1	0.00091324200913242	0	0
OR5J2	18000	1	0.00091324200913242	0	0
PAFAH1B2	18001	1	0.00091324200913242	0	0
SLC30A6	18002	1	0.00091324200913242	0	0
TMCO1	18003	1	0.00091324200913242	0	0
RPL27A	18004	1	0.00091324200913242	0	0
POLR2H	18005	1	0.00091324200913242	0	0
PA2G4	18006	1	0.00091324200913242	0	0
RAB6C	18007	1	0.00091324200913242	0	0
RPL23	18008	1	0.00091324200913242	1	0.00091324200913242
KRTAP8-1	18009	1	0.00091324200913242	1	0.00091324200913242
TMEM194A	18010	1	0.00091324200913242	0	0
LLPH	18011	1	0.00091324200913242	1	0.00091324200913242
HHIP	18012	1	0.00091324200913242	0	0
GCG	18013	1	0.00091324200913242	0	0
TMEM55A	18014	1	0.00091324200913242	0	0
ZNF330	18015	1	0.00091324200913242	0	0
PLAC8	18016	1	0.00091324200913242	1	0.00091324200913242
GATAD2B	18017	1	0.00091324200913242	0	0
C19ORF18	18018	1	0.00091324200913242	0	0
YY2	18019	1	0.00091324200913242	0	0
CCDC58	18020	1	0.00091324200913242	0	0
SPRR2E	18021	1	0.00091324200913242	0	0
FAM49B	18022	1	0.00091324200913242	0	0
PSMB9	18023	1	0.00091324200913242	0	0
GRIP2	18024	1	0.00091324200913242	0	0
RP11-50B3.2	18025	0	0	0	0
C14ORF33	18026	0	0	0	0
BX248244.1	18027	0	0	0	0
UQCR11	18028	0	0	0	0
AC091565.1	18029	0	0	0	0
AC100775.1	18030	0	0	0	0
C6ORF162	18031	0	0	0	0
AC010606.1	18032	0	0	0	0
AC012065.4	18033	0	0	0	0
RP11-614O9.3	18034	0	0	0	0
KIAA1486	18035	0	0	0	0
INIP	18036	0	0	0	0
AL139022.1	18037	0	0	0	0
SFTA2	18038	0	0	0	0
MSH5-C6ORF26	18039	0	0	0	0
CXCL13	18040	0	0	0	0
C16ORF85	18041	0	0	0	0
AL844853.1	18042	0	0	0	0
AC233263.1	18043	0	0	0	0
EPT1	18044	0	0	0	0
AC005392.1	18045	0	0	0	0
RP11-47I22.3	18046	0	0	0	0
RP11-664I21.6	18047	0	0	0	0
DIMT1L	18048	0	0	0	0
AC123768.3	18049	0	0	0	0
RP11-1286E23.10	18050	0	0	0	0
AC112721.1	18051	0	0	0	0
CCL19	18052	0	0	0	0
AC092171.2	18053	0	0	0	0
ANKRD56	18054	0	0	0	0
AC092327.1	18055	0	0	0	0
RIMBP3B	18056	0	0	0	0
C5ORF39	18057	0	0	0	0
AC006465.3	18058	0	0	0	0
F8A1	18059	0	0	0	0
HIST1H2AD	18060	0	0	0	0
EIF1	18061	0	0	0	0
PMF1	18062	0	0	0	0
C20ORF107	18063	0	0	0	0
LIM2	18064	0	0	0	0
RNF103-VPS24	18065	0	0	0	0
C5ORF32	18066	0	0	0	0
AC007952.2	18067	0	0	0	0
RP11-231C14.2	18068	0	0	0	0
COX7A2	18069	0	0	0	0
FAM24A	18070	0	0	0	0
BAGE4	18071	0	0	0	0
AC090098.1	18072	0	0	0	0
AL929561.2	18073	0	0	0	0
CYSTM1	18074	0	0	0	0
AC091172.1	18075	0	0	0	0
FXYD2	18076	0	0	0	0
PTGES3L-AARSD1	18077	0	0	0	0
NCRNA00245	18078	0	0	0	0
ABCC6P1	18079	0	0	0	0
RG9MTD1	18080	0	0	0	0
AC007405.2	18081	0	0	0	0
DUX4L3	18082	0	0	0	0
TMED7	18083	0	0	0	0
AC024575.1	18084	0	0	0	0
AC022748.1	18085	0	0	0	0
ANXA8	18086	0	0	0	0
AL049543.1	18087	0	0	0	0
RP11-1134I14.8	18088	0	0	0	0
AC003002.1	18089	0	0	0	0
CTD-2611O12.3	18090	0	0	0	0
AL773544.4	18091	0	0	0	0
AP000350.10	18092	0	0	0	0
AL365202.1	18093	0	0	0	0
TCTA	18094	0	0	0	0
AC008132.13	18095	0	0	0	0
RP11-7I15.5	18096	0	0	0	0
MS4A8B	18097	0	0	0	0
RP11-211G3.3	18098	0	0	0	0
AL136219.1	18099	0	0	0	0
AC008073.6	18100	0	0	0	0
C9ORF146	18101	0	0	0	0
WI2-3658N16.1	18102	0	0	0	0
C3ORF74	18103	0	0	0	0
AC225613.6	18104	0	0	0	0
SNCA	18105	0	0	0	0
RP11-1109F11.4	18106	0	0	0	0
AF131215.3	18107	0	0	0	0
C12ORF48	18108	0	0	0	0
AP2S1	18109	0	0	0	0
AL353715.1	18110	0	0	0	0
C19ORF39	18111	0	0	0	0
BX119924.1	18112	0	0	0	0
AL713971.3	18113	0	0	0	0
CGRRF1	18114	0	0	0	0
RP11-303O9.2	18115	0	0	0	0
AC008687.1	18116	0	0	0	0
SLC35A1	18117	0	0	0	0
AC104651.2	18118	0	0	0	0
C17ORF37	18119	0	0	0	0
FAM138F	18120	0	0	0	0
AC145212.1	18121	0	0	0	0
PPP1R17	18122	0	0	0	0
CCDC28A	18123	0	0	0	0
DEFB106B	18124	0	0	0	0
BANF1	18125	0	0	0	0
AL139147.1	18126	0	0	0	0
AL161645.1	18127	0	0	0	0
AL935156.1	18128	0	0	0	0
PNMA6B	18129	0	0	0	0
NEDD8-MDP1	18130	0	0	0	0
AC092117.1	18131	0	0	0	0
RP11-433C9.2	18132	0	0	0	0
RBMY1A1	18133	0	0	0	0
C20ORF152	18134	0	0	0	0
RP1-139D8.6	18135	0	0	0	0
CR759848.2	18136	0	0	0	0
ABHD5	18137	0	0	0	0
BET3L	18138	0	0	0	0
OCM2	18139	0	0	0	0
BX248408.4	18140	0	0	0	0
HIST2H3A	18141	0	0	0	0
AC217778.2	18142	0	0	0	0
MDM2	18143	0	0	0	0
GCNT6	18144	0	0	0	0
ZDHHC3	18145	0	0	0	0
FMO6P	18146	0	0	0	0
CTD-2210P24.4	18147	0	0	0	0
AC023024.1	18148	0	0	0	0
PCNP	18149	0	0	0	0
LL22NC03-63E9.3	18150	0	0	0	0
FAM22F	18151	0	0	0	0
AC127496.1	18152	0	0	0	0
C2ORF18	18153	0	0	0	0
BX511012.2	18154	0	0	0	0
AC226150.4	18155	0	0	0	0
PRR20B	18156	0	0	0	0
AL358813.2	18157	0	0	0	0
FAIM	18158	0	0	0	0
AC009113.1	18159	0	0	0	0
C14ORF164	18160	0	0	0	0
AF111167.1	18161	0	0	0	0
FAM156A	18162	0	0	0	0
RP1-241P17.4	18163	0	0	0	0
AGAP10	18164	0	0	0	0
C9ORF104	18165	0	0	0	0
RBMY1E	18166	0	0	0	0
PSMD10	18167	0	0	0	0
SPANXA1	18168	0	0	0	0
RP5-1187M17.10	18169	0	0	0	0
CCDC75	18170	0	0	0	0
MED21	18171	0	0	0	0
DADB-127H9.10	18172	0	0	0	0
PTH	18173	0	0	0	0
AC018867.1	18174	0	0	0	0
AP000679.2	18175	0	0	0	0
MTPN	18176	0	0	0	0
MT-CO1	18177	0	0	0	0
KB-1507C5.2	18178	0	0	0	0
C12ORF12	18179	0	0	0	0
ZRSR1	18180	0	0	0	0
RP4-539M6.19	18181	0	0	0	0
FAM123A	18182	0	0	0	0
MED31	18183	0	0	0	0
C6ORF186	18184	0	0	0	0
POLR2J3	18185	0	0	0	0
C3ORF23	18186	0	0	0	0
AL773541.3	18187	0	0	0	0
C10ORF57	18188	0	0	0	0
SAA4	18189	0	0	0	0
TMEM78	18190	0	0	0	0
OR51C1P	18191	0	0	0	0
C18ORF55	18192	0	0	0	0
TMEM133	18193	0	0	0	0
LRRC67	18194	0	0	0	0
C15ORF42	18195	0	0	0	0
BX927139.1	18196	0	0	0	0
AC006372.1	18197	0	0	0	0
CHURC1	18198	0	0	0	0
AL139099.1	18199	0	0	0	0
VMA21	18200	0	0	0	0
TPPP	18201	0	0	0	0
IL28RA	18202	0	0	0	0
AC007405.7	18203	0	0	0	0
RP11-466G12.4	18204	0	0	0	0
VAMP7	18205	0	0	0	0
MDS2	18206	0	0	0	0
AC005014.4	18207	0	0	0	0
HLA-DRB3	18208	0	0	0	0
PABPC1L2B	18209	0	0	0	0
UGT8	18210	0	0	0	0
RPL38	18211	0	0	0	0
C8ORF39	18212	0	0	0	0
C21ORF90	18213	0	0	0	0
C22ORF41	18214	0	0	0	0
C11ORF36	18215	0	0	0	0
ARHGAP11B	18216	0	0	0	0
RP11-1C1.5	18217	0	0	0	0
C1ORF196	18218	0	0	0	0
PAGE3	18219	0	0	0	0
AL162407.1	18220	0	0	0	0
AP001024.1	18221	0	0	0	0
AL772363.1	18222	0	0	0	0
CR847849.1	18223	0	0	0	0
AC007000.1	18224	0	0	0	0
METTL11A	18225	0	0	0	0
C10ORF103	18226	0	0	0	0
AL365504.1	18227	0	0	0	0
AC087650.1	18228	0	0	0	0
RP11-1070N10.3	18229	0	0	0	0
C18ORF45	18230	0	0	0	0
AC110373.1	18231	0	0	0	0
AC009336.1	18232	0	0	0	0
OR10D3	18233	0	0	0	0
ZNF434	18234	0	0	0	0
SLX1B	18235	0	0	0	0
ZFP106	18236	0	0	0	0
FAM75A1	18237	0	0	0	0
AL353597.1	18238	0	0	0	0
RP11-1127D7.1	18239	0	0	0	0
RPS23	18240	0	0	0	0
SSX2	18241	0	0	0	0
TMSL3	18242	0	0	0	0
RP11-297N6.4	18243	0	0	0	0
AL591025.1	18244	0	0	0	0
CR759787.1	18245	0	0	0	0
PRYP4	18246	0	0	0	0
SYNJ2BP-COX16	18247	0	0	0	0
RP11-631B21.2	18248	0	0	0	0
NCRNA00246A	18249	0	0	0	0
APOL4	18250	0	0	0	0
RAB14	18251	0	0	0	0
AC007390.5	18252	0	0	0	0
C10ORF126	18253	0	0	0	0
VSNL1	18254	0	0	0	0
OR2W3	18255	0	0	0	0
VIPAR	18256	0	0	0	0
FLJ25363	18257	0	0	0	0
AC106017.3	18258	0	0	0	0
AC068775.1	18259	0	0	0	0
AC138688.5	18260	0	0	0	0
CTD-2517M22.14	18261	0	0	0	0
C6ORF146	18262	0	0	0	0
GAGE12J	18263	0	0	0	0
TMEM230	18264	0	0	0	0
CCDC48	18265	0	0	0	0
CCDC76	18266	0	0	0	0
IL17A	18267	0	0	0	0
GNAT3	18268	0	0	0	0
C17ORF57	18269	0	0	0	0
CXORF28	18270	0	0	0	0
CTPS	18271	0	0	0	0
C10ORF115	18272	0	0	0	0
GTF2F2	18273	0	0	0	0
RP11-571M6.6	18274	0	0	0	0
MAP3K8	18275	0	0	0	0
AC063949.1	18276	0	0	0	0
C15ORF29	18277	0	0	0	0
FAM18A	18278	0	0	0	0
AL845509.1	18279	0	0	0	0
AL663093.1	18280	0	0	0	0
CR753815.1	18281	0	0	0	0
TEX28	18282	0	0	0	0
XAGE1C	18283	0	0	0	0
AL662847.2	18284	0	0	0	0
